GRMZM2G132577	GRMZM2G700683	GRMZM2G106479	GRMZM2G136765	GRMZM2G409343	GRMZM5G852338	GRMZM2G170628	GRMZM2G170632	GRMZM2G116083	GRMZM2G013448	GRMZM5G851965	GRMZM2G012966	GRMZM2G165428	AC196426.3_FG007	GRMZM2G096655	GRMZM2G395771	GRMZM2G096764	GRMZM2G050553	GRMZM2G027333	gamma	alpha	total	ratio
0.794970891	1.902810954	-1.286210621	-0.017029548	-0.563095926	-0.687372812	-2.045954276	0.687372812	0.987557182	-0.933535639	0.571095686	-0.057930049	-0.813797671	1.726602201	-0.965610478	-1.591873889	2.645701413	1.545263217	0.174575701	-1.48525435	1.985570999	0.146864249	2.24947787
0.279460686	-0.365586148	1.422465003	-0.998710851	-0.965610478	-0.571095686	-1.993601218	0.704730028	1.117953259	0.872103029	-0.119484771	-1.48107362	-1.117953259	1.318010897	0.6448541	0.112627241	-1.669043821	0.628171949	-0.987557182	-2.24947787	0.43850955	-1.723789988	1.921935009
0.181496015	0.244213829	0.265322712	0.587206217	-1.032943298	-0.954809756	-0.030656506	1.032943298	1.301946185	1.255660378	-0.279460686	-0.43197323	-0.044289159	0.661717677	0.923055543	0.003405752	-0.804348643	0.51582268	0.160759774	-1.355867773	-0.640792894	-1.610243846	0.132563492
-0.030656506	-0.91267586	-1.48107362	0.508057465	-1.068431117	-0.209267873	-0.343824517	-1.056453949	0.003405752	0.057930049	0.446977502	-0.998710851	-0.336607179	-0.661717677	-0.603470624	0.579132162	-0.45451733	0.83291742	-0.678771572	-0.392193489	0.061406116	-0.459394307	0.475189935
0.628171949	1.368372038	0.167663737	-0.794970891	-0.51582268	-1.092857156	-0.696025208	0.293654744	-1.286210621	-1.616536998	-0.105775004	-0.244213829	0.636490883	-0.83291742	-0.83291742	0.484942137	-0.595318735	-0.987557182	0.358313528	1.355867773	-1.122216862	1.131121951	-0.475189935
0.098927729	-0.539308633	-0.484942137	-0.595318735	-0.45451733	0.064754379	0.722302208	0.872103029	0.678771572	0.579132162	-1.545263217	-1.143773961	-0.523619123	0.785662535	1.226239142	0.595318735	-1.056453949	0.358313528	0.469675385	-0.018883444	-0.06613631	-0.042498014	-0.26261973
1.48107362	-0.387522319	-0.146974467	-0.167663737	1.591873889	0.661717677	0.862182757	-2.468001988	1.757666049	1.351202935	0.209267873	-1.523165155	-0.902393588	-0.500322766	1.825439172	0.531447525	0.43197323	1.403975696	-0.051108415	-0.589455798	-1.256210811	-1.215683633	-0.331703716
1.170380633	-1.318010897	-0.244213829	-0.160759774	-1.270787244	-1.211918765	-1.946202375	-0.216235289	1.726602201	1.642224543	-1.523165155	0.010217413	-0.882109877	0.230202032	0.758136008	0.286550499	-0.372878156	-0.300773842	0.251237576	0.469911736	1.245886611	0.901671045	0.87367081
0.862182757	1.642224543	-0.010217413	0.842592259	0.687372812	-0.153863466	-0.133217035	0.030656506	0.343824517	0.35105981	0.439462999	-0.767246816	0.380190046	1.156974916	-0.188425032	0.555132042	1.33442315	1.184000049	0.017029548	-2.387808898	-0.480481405	-2.596561824	1.070556004
-0.315058297	0.424507616	0.293654744	1.523165155	-0.030656506	-0.017029548	0.322224522	0.547203211	0.862182757	-0.329407333	-1.501786817	0.272384894	0.51582268	0.852346618	-0.446977502	0.394875486	0.531447525	0.892205847	-0.758136008	-0.52873857	0.469911736	-0.412668726	0.699895661
1.545263217	0.329407333	0.223213218	1.403975696	0.112627241	0.944119285	-0.842592259	0.579132162	1.460977052	1.286210621	-1.48107362	-0.098927729	0.230202032	0.223213218	1.790524917	1.032943298	0.51582268	1.044626445	0.954809756	0.104040162	-0.464646597	-0.127802736	-0.51791185
-0.394875486	0.223213218	0.258273739	-1.523165155	-0.492617885	0.555132042	-1.156974916	1.286210621	-0.051108415	-0.343824517	-0.153863466	-0.09208509	-0.003405752	0.071581727	0.555132042	0.223213218	1.48107362	0.794970891	-1.726602201	-2.144222465	-0.806486593	-2.058438881	1.005822542
0.484942137	-0.619896262	-1.441453795	1.286210621	-0.462083086	-0.09208509	-1.902810954	-1.862731867	0.661717677	0.563095926	-0.181496015	-1.184000049	0.776421761	-0.300773842	0.804348643	-0.181496015	0.167663737	-0.595318735	0.619896262	0.952454975	-0.67005166	0.813038723	-1.0216048
-1.669043821	0.315058297	1.33442315	0.051108415	-0.758136008	-0.785662535	-0.216235289	-0.064754379	-0.51582268	-0.424507616	-1.460977052	-0.7490877	-1.946202375	0.563095926	1.270787244	0.037471962	-0.307908216	0.670220259	-0.167663737	-0.056677296	-1.610243846	-0.51791185	-0.469911736
0.402250065	0.195363108	0.085246759	0.409646587	0.902393588	-0.195363108	0.965610478	0.882109877	0.872103029	-0.722302208	0.146974467	-0.140092436	0.030656506	0.767246816	-0.293654744	-0.146974467	0.523619123	-0.329407333	-0.202310601	-0.387100601	0.806486593	-0.075601244	0.974986705
0.713488578	-0.531447525	-0.394875486	0.146974467	-1.117953259	-0.133217035	1.697120332	0.09208509	1.009990169	0.74010031	-1.441453795	0.409646587	-0.140092436	0.603470624	-0.09208509	1.117953259	-0.037471962	0.153863466	-0.661717677	1.01368211	1.045767153	1.196149002	0.238264333
-0.322224522	0.571095686	-0.45451733	-0.547203211	-0.670220259	0.595318735	0.230202032	-0.587206217	0.417065588	-0.057930049	-1.422465003	-0.216235289	1.351202935	1.460977052	-0.209267873	0.892205847	0.195363108	0.286550499	-0.286550499	0.50178437	-0.26261973	0.326720263	-0.45415466
0.017029548	-0.987557182	-0.251237576	0.987557182	-0.424507616	-0.555132042	0.794970891	0.402250065	1.092857156	1.130769373	-1.403975696	-0.023842473	0.237202109	0.892205847	0.293654744	0.587206217	0.064754379	0.678771572	-0.244213829	0.137327255	-0.62349896	-0.014162215	-0.806486593
-1.184000049	-1.351202935	-0.119484771	0.872103029	-0.439462999	-1.441453795	-0.547203211	-1.105318189	-0.174575701	-1.197842699	-1.385954264	-0.365586148	-1.286210621	0.010217413	-0.933535639	0.380190046	-0.923055543	-0.767246816	-0.965610478	0.880606067	0.392193489	0.915939397	-0.180355072
-0.492617885	0.595318735	-0.174575701	-0.587206217	-1.211918765	-1.993601218	-0.976525035	-1.441453795	1.211918765	-0.358313528	1.197842699	-0.661717677	0.439462999	0.017029548	0.098927729	1.255660378	1.211918765	0.336607179	0.057930049	-0.382017734	-0.578260124	-0.699895661	-0.267509095
-0.696025208	-0.181496015	-1.523165155	0.998710851	-0.119484771	0.230202032	-1.862731867	-0.265322712	-1.032943298	-0.923055543	0.45451733	-0.722302208	-0.508057465	0.251237576	-1.33442315	0.409646587	-0.965610478	0.160759774	-0.258273739	-0.894605302	1.355867773	-0.228562415	1.355867773
1.068431117	1.993601218	-1.080563549	1.080563549	1.993601218	1.080563549	1.068431117	0.862182757	0.595318735	0.500322766	-0.329407333	2.249880663	0.35105981	0.74010031	0.767246816	-0.119484771	0.365586148	2.998020796	1.184000049	1.921935009	-0.127802736	1.767092096	-1.149206576
0.126347925	1.286210621	-2.998020796	-0.492617885	-0.322224522	0.126347925	-0.105775004	-0.133217035	1.255660378	0.003405752	0.167663737	0.078412413	1.862731867	-0.462083086	0.842592259	0.336607179	0.017029548	1.726602201	1.156974916	1.225627238	-1.113399888	0.998024621	-0.839604913
1.105318189	0.83291742	-1.184000049	0.923055543	0.83291742	1.48107362	1.790524917	-0.823319923	-1.523165155	-0.244213829	0.195363108	-1.33442315	-1.226239142	-0.017029548	0.611662814	0.696025208	0.265322712	1.790524917	1.697120332	-0.094552307	-0.730376506	-0.247988731	-0.443712481
-0.064754379	-0.35105981	-1.790524917	0.91267586	0.202310601	1.301946185	1.092857156	-0.531447525	-0.315058297	0.976525035	-1.368372038	-1.301946185	-0.91267586	0.105775004	-0.329407333	0.064754379	0.678771572	0.307908216	0.098927729	-0.748994301	-1.813986207	-0.915939397	-1.235693527
-1.351202935	0.477294855	0.83291742	0.085246759	1.117953259	0.713488578	0.636490883	-1.568142731	-1.616536998	-1.825439172	0.343824517	-2.645701413	-1.184000049	0.653262666	-1.255660378	-0.209267873	-0.976525035	-0.587206217	0.387522319	1.256210811	-1.392266183	1.096020782	-1.723789988
0.140092436	0.611662814	-0.380190046	1.33442315	-0.174575701	-0.670220259	0.188425032	-0.508057465	1.368372038	0.508057465	-1.351202935	-0.74010031	0.078412413	-0.484942137	0.619896262	0.7490877	0.181496015	-0.09208509	-1.385954264	-1.122216862	1.344125766	-0.443712481	1.499631123
-1.068431117	-0.279460686	-1.044626445	-0.230202032	-1.130769373	-0.365586148	-1.825439172	-0.539308633	-0.571095686	-0.628171949	-1.33442315	-2.345104662	-0.571095686	-1.143773961	0.119484771	1.460977052	1.156974916	-0.670220259	-1.092857156	-0.366827564	-1.087454134	-0.78703433	-1.367799754
-1.902810954	0.023842473	-0.017029548	1.501786817	-0.071581727	-0.064754379	0.628171949	-1.044626445	0.336607179	-0.216235289	-1.318010897	0.45451733	0.804348643	1.501786817	-0.336607179	1.48107362	0.223213218	0.202310601	-0.595318735	1.167675078	-0.037773625	1.158391438	-0.539627626
-1.156974916	0.098927729	-0.713488578	0.300773842	-0.167663737	0.051108415	-0.7490877	-1.255660378	-0.057930049	0.704730028	-0.322224522	-0.45451733	0.446977502	-0.74010031	-0.181496015	1.197842699	1.726602201	0.446977502	-0.329407333	-0.556082547	-0.371881382	-0.730376506	0
1.130769373	-0.785662535	-0.74010031	-1.044626445	-1.993601218	-0.944119285	0.112627241	0.105775004	2.645701413	1.056453949	0.611662814	-2.468001988	-0.462083086	-1.726602201	0.105775004	-0.687372812	-1.616536998	0.611662814	-0.547203211	-1.02959214	-0.433318462	-1.367799754	0.272404862
0.258273739	0.813797671	-0.223213218	1.460977052	-0.223213218	-0.587206217	0.146974467	0.954809756	0.696025208	-1.056453949	0.112627241	0.146974467	0.785662535	1.021399468	-1.946202375	0.804348643	-1.105318189	0.003405752	-0.293654744	1.149206576	-0.287131937	1.053958164	-0.78703433
1.226239142	1.790524917	0.286550499	-0.387522319	-0.603470624	-0.882109877	-0.017029548	1.092857156	0.044289159	0.794970891	-1.301946185	0.167663737	-1.697120332	0.862182757	1.946202375	0.882109877	1.568142731	0.722302208	0.998710851	-0.612072725	1.443868764	0.094552307	1.430608769
-1.211918765	1.403975696	0.74010031	0.74010031	-1.318010897	-0.862182757	0.202310601	-0.258273739	0.216235289	-1.591873889	0.265322712	0.286550499	0.852346618	-0.91267586	-0.923055543	0.329407333	-2.468001988	-0.358313528	-0.336607179	-0.491105028	-0.047223351	-0.545096162	0.428139025
-0.872103029	-0.83291742	-0.265322712	0.484942137	-2.045954276	-2.998020796	1.255660378	-1.197842699	0.071581727	-0.595318735	-0.167663737	-0.862182757	-0.579132162	0.146974467	-1.105318189	-1.568142731	0.603470624	-0.484942137	0.603470624	1.078966557	-0.982608059	0.839604913	-0.724226725
-1.286210621	0.174575701	-0.619896262	-0.7490877	-0.126347925	0.003405752	0.462083086	0.636490883	0.051108415	-1.501786817	-1.286210621	-0.508057465	1.211918765	-0.307908216	-0.579132162	1.009990169	-1.368372038	-0.188425032	0.653262666	0.799968905	-1.167675078	0.556082547	-1.560490269
-0.563095926	-0.023842473	-0.531447525	1.351202935	0.272384894	-0.794970891	1.286210621	0.071581727	1.068431117	2.104600628	0.336607179	0.446977502	1.143773961	0.965610478	0.329407333	0.670220259	-0.300773842	0.696025208	0.315058297	-0.047223351	-0.376944717	-0.156414619	-0.321744911
-0.279460686	-0.140092436	-0.09208509	1.616536998	1.211918765	0.987557182	0.272384894	-0.704730028	0.758136008	-1.184000049	0.484942137	0.293654744	1.286210621	-0.933535639	-1.056453949	-1.545263217	-1.757666049	-1.545263217	-0.484942137	-1.544734294	0.68788465	-1.113399888	1.379929715
1.385954264	-1.422465003	-2.104600628	-2.645701413	-1.642224543	-0.976525035	-0.174575701	-2.998020796	1.993601218	1.184000049	0.057930049	-0.322224522	1.501786817	-2.468001988	2.171527717	-0.670220259	-2.045954276	-0.923055543	2.998020796	0.2969845	0.412668726	0.331703716	0.137327255
0.030656506	0.508057465	-2.045954276	0.064754379	0.387522319	-0.293654744	-1.032943298	-0.767246816	-1.092857156	1.790524917	-0.265322712	-0.251237576	1.105318189	-0.862182757	0.017029548	0.477294855	-1.318010897	0.35105981	0.872103029	-0.156414619	-0.243123658	-0.243123658	-0.042498014
-0.195363108	0.044289159	0.424507616	-2.468001988	1.318010897	0.237202109	0.477294855	-0.804348643	-1.591873889	0.409646587	-0.286550499	0.209267873	0.417065588	-1.009990169	-0.126347925	1.044626445	-0.35105981	0.343824517	-0.83291742	0.930396703	-0.572689437	1.02959214	-1.122216862
-0.35105981	-0.628171949	-1.170380633	0.446977502	0.500322766	0.794970891	-0.380190046	0.307908216	-0.35105981	0.776421761	0.051108415	-0.174575701	-0.153863466	0.758136008	-0.387522319	0.611662814	-0.813797671	1.441453795	-0.882109877	0.635007185	0.880606067	0.846339344	0.417814344
-0.244213829	0.010217413	-0.872103029	-2.104600628	1.616536998	0.037471962	-0.329407333	0.010217413	-0.500322766	0.804348643	-0.037471962	0.237202109	-0.071581727	-0.279460686	-1.697120332	1.226239142	0.140092436	-0.071581727	-0.394875486	-0.512521249	-0.693877643	-0.839604913	-0.583848813
-0.258273739	1.441453795	-1.105318189	-1.368372038	0.91267586	0.293654744	-0.078412413	1.068431117	-0.372878156	0.09208509	-1.270787244	1.240815502	1.441453795	0.153863466	0.424507616	0.902393588	0.003405752	1.286210621	-0.462083086	-0.170767252	0.306865978	-0.118289797	0.376944717
1.044626445	-1.616536998	0.713488578	-0.933535639	-0.272384894	1.197842699	0.539308633	1.301946185	-0.023842473	0.923055543	0.539308633	0.119484771	-0.167663737	-1.270787244	1.170380633	-1.523165155	0.6448541	0.484942137	-0.216235289	-0.475189935	-1.576643448	-1.005822542	-1.256210811
0.933535639	-0.976525035	-0.611662814	1.056453949	0.071581727	-0.044289159	1.184000049	0.343824517	0.51582268	1.092857156	0.230202032	-0.293654744	-1.056453949	0.43197323	0.402250065	0.300773842	-1.523165155	0.372878156	-1.184000049	0.712008503	-0.185155152	0.866777322	-0.448927451
-0.500322766	-1.184000049	-0.636490883	0.678771572	-0.678771572	0.202310601	1.156974916	0.336607179	0.923055543	1.946202375	-1.255660378	1.568142731	-0.307908216	0.417065588	0.713488578	0.343824517	-0.722302208	0.322224522	0.343824517	0.67005166	0.681916262	0.819625945	0.142094136
-0.587206217	-0.523619123	-0.954809756	-0.09208509	-0.776421761	-0.35105981	0.923055543	0.195363108	0.307908216	-1.021399468	-1.240815502	0.508057465	0.731172307	1.056453949	-0.462083086	0.492617885	0.202310601	1.117953259	0.112627241	0.748994301	-1.215683633	0.361783097	-0.832908347
0.307908216	2.045954276	0.987557182	-1.009990169	1.862731867	1.270787244	0.216235289	0.611662814	1.351202935	0.823319923	-0.202310601	-1.032943298	-0.43197323	-0.140092436	0.872103029	0.628171949	1.080563549	1.946202375	1.130769373	-0.443712481	1.149206576	-0.209221982	1.196149002
2.345104662	-0.153863466	-1.946202375	0.477294855	-0.372878156	-0.595318735	-0.202310601	-1.523165155	0.563095926	0.954809756	-1.226239142	-0.892205847	-0.636490883	-0.998710851	-1.726602201	0.181496015	-0.469675385	-1.48107362	0.696025208	0.894605302	-0.78703433	0.681916262	-1.096020782
-0.336607179	-1.757666049	-0.661717677	-0.044289159	-0.954809756	-0.402250065	0.300773842	-1.226239142	1.197842699	0.105775004	-1.211918765	-0.424507616	-0.188425032	-0.944119285	-0.587206217	0.078412413	-1.255660378	0.044289159	-0.010217413	-0.43850955	-1.096020782	-0.923143931	-0.761551579
0.112627241	0.579132162	-0.272384894	-1.726602201	0.477294855	0.174575701	-1.790524917	-0.358313528	-1.318010897	-0.140092436	-0.358313528	-0.336607179	1.301946185	0.636490883	-0.105775004	0.653262666	-1.211918765	0.74010031	-0.492617885	-0.351721572	0.028327271	-0.175559145	0.2969845
-0.628171949	0.43197323	1.501786817	-0.852346618	0.35105981	-0.307908216	-1.757666049	-0.003405752	-0.555132042	-1.48107362	0.085246759	-2.249880663	-1.642224543	-0.563095926	-2.645701413	-0.523619123	-1.460977052	-1.130769373	0.35105981	0.316777511	0.512521249	0.459394307	0.25285968
2.468001988	-0.469675385	-1.757666049	1.642224543	-2.998020796	0.417065588	-1.726602201	-0.023842473	-2.645701413	-1.092857156	-0.064754379	-2.998020796	-0.731172307	-0.628171949	-2.345104662	-1.501786817	0.424507616	0.731172307	-1.862731867	-1.256210811	-1.86524627	-1.952764915	-0.998024621
0.731172307	0.279460686	-0.987557182	1.270787244	-0.09208509	0.74010031	0.446977502	-1.240815502	0.272384894	0.167663737	-1.197842699	-1.545263217	-1.726602201	0.619896262	-1.825439172	0.126347925	0.380190046	-0.387522319	0.071581727	-0.990286919	-0.736554034	-1.379929715	-0.0803362
0.804348643	0.322224522	0.462083086	0.315058297	0.469675385	0.7490877	-1.697120332	-0.872103029	0.794970891	0.603470624	-1.170380633	-0.105775004	2.249880663	-0.126347925	0.023842473	-0.105775004	0.307908216	-0.251237576	0.216235289	-0.023605095	1.196149002	0.491105028	0.915939397
-0.7490877	0.439462999	0.43197323	-1.385954264	0.579132162	-0.492617885	-1.669043821	0.003405752	-1.226239142	-1.568142731	-0.251237576	-1.993601218	0.167663737	-1.170380633	-2.045954276	0.044289159	-0.209267873	-1.240815502	-1.790524917	-0.767875414	-1.839012341	-1.417595649	-1.417595649
-0.653262666	-0.670220259	-0.044289159	-0.098927729	-1.523165155	-1.669043821	-1.170380633	1.240815502	0.112627241	0.51582268	0.555132042	-0.446977502	0.195363108	0.037471962	-0.500322766	1.568142731	-1.032943298	0.105775004	-2.045954276	-2.596561824	0.937698749	-1.664336522	2.387808898
1.993601218	-1.669043821	-0.923055543	-0.813797671	-0.933535639	1.642224543	2.104600628	-0.944119285	0.653262666	1.501786817	-1.156974916	-0.167663737	1.270787244	-1.825439172	0.146974467	-0.044289159	-0.064754379	-1.143773961	0.439462999	0.243123658	0.056677296	0.26261973	-0.099295118
-0.098927729	1.460977052	-0.300773842	-0.446977502	0.619896262	0.892205847	0.579132162	-0.300773842	0.954809756	0.272384894	-0.09208509	-0.286550499	1.092857156	1.032943298	0.380190046	0.446977502	0.661717677	0.595318735	0.892205847	-1.767092096	-0.402410019	-2.387808898	1.053958164
-0.687372812	-1.170380633	-0.439462999	0.813797671	-1.726602201	-1.184000049	-1.255660378	-0.619896262	1.130769373	1.368372038	-1.143773961	-0.923055543	-1.441453795	-0.767246816	-1.993601218	0.713488578	0.037471962	-1.197842699	-0.954809756	-1.158391438	-1.48525435	-1.767092096	-0.422971049
-1.117953259	1.009990169	0.842592259	-0.785662535	0.823319923	1.240815502	-0.181496015	-1.545263217	-1.044626445	-1.993601218	0.409646587	-1.669043821	-1.270787244	-1.156974916	0.174575701	-1.48107362	-1.403975696	0.133217035	2.468001988	1.113399888	-0.742759799	1.01368211	-1.355867773
-1.697120332	0.336607179	1.616536998	-0.071581727	-0.83291742	-0.872103029	-1.642224543	0.670220259	0.010217413	-0.661717677	0.105775004	-1.790524917	-2.345104662	-0.244213829	0.223213218	0.619896262	0.611662814	-0.882109877	-1.902810954	-0.189959501	-1.790047176	-0.62349896	-1.544734294
0.7490877	0.258273739	-0.003405752	-0.477294855	0.380190046	-1.044626445	-0.209267873	-0.776421761	-0.017029548	-2.345104662	-1.130769373	-1.009990169	0.91267586	-0.492617885	0.785662535	-0.678771572	-1.170380633	-2.998020796	-2.345104662	0.534175181	0.161195105	0.469911736	-0.228562415
0.785662535	-1.056453949	-1.318010897	0.713488578	0.146974467	-0.776421761	0.167663737	-1.130769373	0.064754379	0.571095686	-1.117953259	0.954809756	0.500322766	0.023842473	0.587206217	-0.085246759	-0.51582268	-0.611662814	0.064754379	1.104668629	0.982608059	1.186550688	0.161195105
-0.188425032	-2.171527717	-1.642224543	1.591873889	-1.460977052	-0.477294855	-0.394875486	-1.616536998	-0.722302208	-0.758136008	-1.105318189	-0.696025208	-1.757666049	-0.987557182	-2.249880663	0.071581727	-1.825439172	-1.993601218	-1.351202935	-0.061406116	-0.25285968	-0.094552307	-0.214049476
0.265322712	-1.117953259	1.130769373	1.825439172	0.279460686	0.286550499	1.403975696	0.202310601	-0.944119285	-0.315058297	0.237202109	-0.439462999	-1.068431117	1.403975696	-1.790524917	0.842592259	1.130769373	-0.794970891	-1.255660378	-1.610243846	-0.724226725	-1.985570999	0.507145502
0.704730028	-2.645701413	-1.460977052	-1.669043821	-1.368372038	-1.422465003	0.484942137	-2.645701413	0.160759774	1.156974916	-1.092857156	0.758136008	1.726602201	-2.345104662	1.523165155	-0.508057465	-2.998020796	-1.460977052	2.045954276	-0.06613631	-2.387808898	-0.301921554	-1.892830498
1.009990169	1.523165155	0.071581727	-1.068431117	2.171527717	1.697120332	-0.358313528	-0.439462999	1.080563549	1.993601218	-0.372878156	-0.653262666	0.258273739	0.51582268	1.143773961	0.051108415	2.104600628	2.345104662	-0.74010031	0.640792894	-1.544734294	0.170767252	-0.550581047
-2.171527717	-0.571095686	-0.547203211	1.105318189	-0.976525035	-1.501786817	2.998020796	-0.484942137	-0.293654744	-0.687372812	-1.080563549	-1.056453949	0.508057465	-0.085246759	1.616536998	-0.188425032	-1.197842699	-0.394875486	0.380190046	-0.118289797	-0.646600133	-0.35674782	-0.589455798
-1.368372038	-0.209267873	0.595318735	-0.661717677	0.372878156	0.209267873	-1.226239142	0.133217035	0.704730028	0.030656506	-1.068431117	-0.078412413	-0.286550499	-0.223213218	-0.74010031	-0.023842473	-1.044626445	-0.293654744	0.146974467	0.277307168	-1.745032084	-0.085072957	-1.664336522
-1.862731867	-0.343824517	-0.181496015	-1.993601218	-0.469675385	-0.223213218	0.195363108	0.51582268	-0.45451733	-0.813797671	0.43197323	0.126347925	1.197842699	-0.167663737	0.322224522	-1.460977052	0.174575701	0.037471962	0.286550499	-1.277270991	-0.908782094	-1.790047176	-0.428139025
-0.933535639	0.133217035	0.237202109	-0.43197323	2.345104662	1.501786817	-0.044289159	-0.933535639	-1.726602201	-1.143773961	-1.056453949	0.329407333	0.670220259	0.140092436	-1.226239142	-1.441453795	0.653262666	0.500322766	2.645701413	0.61777576	-0.780616221	0.366827564	-1.01368211
0.477294855	0.923055543	0.523619123	0.547203211	1.170380633	1.862731867	-0.387522319	0.852346618	0.133217035	0.307908216	1.33442315	1.130769373	0.365586148	2.249880663	-0.223213218	0.976525035	0.892205847	-0.140092436	0.484942137	0.826248925	0.730376506	0.990286919	0.199581485
-1.642224543	-0.174575701	-0.653262666	1.368372038	1.523165155	0.216235289	1.825439172	0.315058297	-0.329407333	-0.258273739	-1.044626445	-0.965610478	0.603470624	0.424507616	-0.343824517	0.098927729	-1.351202935	-0.687372812	1.757666049	0.199581485	-1.952764915	-0.292054674	-1.457387607
-0.595318735	-0.7490877	0.758136008	1.170380633	-0.417065588	-0.579132162	0.209267873	-1.301946185	-1.211918765	-0.146974467	-1.032943298	1.790524917	0.188425032	-0.696025208	1.902810954	-1.422465003	-0.358313528	-0.126347925	1.862731867	0.321744911	-0.974986705	0.018883444	-1.186550688
-0.45451733	1.825439172	-0.286550499	-0.35105981	0.547203211	-0.329407333	1.197842699	0.902393588	2.171527717	-2.645701413	-1.021399468	0.230202032	2.645701413	-0.078412413	-0.45451733	-0.380190046	-0.794970891	1.211918765	0.424507616	0.736554034	-0.491105028	0.561600929	-0.819625945
0.892205847	-0.417065588	-1.993601218	-0.439462999	1.068431117	1.170380633	1.669043821	0.174575701	2.249880663	1.902810954	-0.112627241	0.579132162	-0.057930049	-0.315058297	2.345104662	0.188425032	0.563095926	2.104600628	1.318010897	-1.140117653	-0.238264333	-1.355867773	1.01368211
0.343824517	1.170380633	-1.056453949	-0.105775004	1.351202935	1.318010897	-0.085246759	0.794970891	0.153863466	0.965610478	-1.009990169	0.492617885	0.555132042	1.757666049	1.068431117	0.852346618	1.790524917	2.171527717	1.105318189	-0.485786363	0.491105028	-0.316777511	0.68788465
-1.757666049	-1.403975696	-1.032943298	-0.010217413	0.794970891	-0.713488578	0.571095686	-1.385954264	-1.422465003	-1.270787244	-0.195363108	-1.460977052	-0.064754379	-1.056453949	-0.439462999	-1.403975696	-0.336607179	-1.697120332	0.394875486	0.990286919	0.67005166	1.087454134	-0.037773625
1.757666049	1.318010897	-1.669043821	0.160759774	-0.587206217	0.813797671	1.545263217	0.892205847	2.345104662	0.862182757	0.862182757	0.933535639	-0.272384894	1.197842699	0.237202109	-1.385954264	1.270787244	1.068431117	0.336607179	-0.070867983	-0.664154647	-0.272404862	-0.640792894
-0.402250065	-0.380190046	-0.202310601	-0.057930049	0.010217413	0.722302208	0.823319923	1.184000049	1.501786817	1.117953259	-0.998710851	-0.300773842	-0.258273739	1.642224543	0.813797671	1.068431117	-1.33442315	1.523165155	-0.030656506	0.180355072	-1.225627238	-0.108787551	-1.309966537
-0.804348643	0.358313528	-0.140092436	0.500322766	-0.923055543	-0.523619123	-0.500322766	0.923055543	1.318010897	0.365586148	-0.987557182	0.862182757	0.216235289	2.998020796	0.446977502	0.51582268	0.230202032	0.619896262	0.237202109	-0.009441301	-1.499631123	-0.433318462	-0.930396703
-1.946202375	1.757666049	-0.216235289	-1.021399468	-0.265322712	0.071581727	-0.954809756	-0.6448541	0.098927729	0.085246759	1.642224543	0.057930049	1.568142731	1.170380633	0.976525035	-0.462083086	1.301946185	0.023842473	-0.446977502	0.037773625	-0.998024621	-0.382017734	-1.037645711
0.244213829	0.842592259	-0.023842473	2.345104662	1.902810954	1.33442315	0.43197323	1.697120332	1.902810954	0.6448541	-0.976525035	1.726602201	0.153863466	1.862731867	0.696025208	0.372878156	1.616536998	0.954809756	1.301946185	0.908782094	-0.228562415	0.85311238	-0.606389528
1.501786817	0.402250065	0.307908216	2.645701413	0.563095926	-0.057930049	-1.616536998	1.591873889	2.998020796	1.080563549	0.587206217	0.424507616	-0.322224522	0.83291742	0.563095926	-0.251237576	2.345104662	2.045954276	1.255660378	0.539627626	0.287131937	0.578260124	0.108787551
-0.329407333	2.345104662	1.48107362	0.265322712	0.424507616	0.195363108	-0.804348643	0.813797671	1.032943298	-1.226239142	-0.965610478	-1.591873889	-1.616536998	-0.174575701	1.318010897	0.09208509	1.105318189	1.568142731	1.197842699	-1.664336522	0.635007185	-1.332566211	1.544734294
1.441453795	-1.441453795	1.184000049	1.032943298	-1.385954264	-2.249880663	2.045954276	-0.500322766	0.126347925	0.678771572	-0.954809756	-1.501786817	0.653262666	1.422465003	0.307908216	1.184000049	0.417065588	-0.944119285	-0.469675385	-0.214049476	0.06613631	-0.199581485	0.35674782
1.523165155	-0.758136008	-0.322224522	-0.003405752	-1.757666049	-0.767246816	1.48107362	0.181496015	0.83291742	0.619896262	1.501786817	0.687372812	-0.146974467	-1.403975696	1.697120332	-0.315058297	1.946202375	1.757666049	1.009990169	-0.539627626	-3.108053588	-1.104668629	-1.86524627
0.998710851	0.343824517	-2.645701413	0.258273739	-0.195363108	0.484942137	-0.119484771	-0.563095926	-0.237202109	1.044626445	0.153863466	-0.603470624	1.032943298	1.697120332	-0.195363108	0.813797671	-1.068431117	0.852346618	-0.539308633	0.094552307	-0.382017734	-0.004720598	-0.397296571
-0.976525035	0.555132042	-0.704730028	-1.197842699	-0.057930049	0.372878156	0.35105981	0.365586148	-0.508057465	-0.469675385	-0.944119285	-0.628171949	0.813797671	-0.044289159	0.823319923	0.43197323	0.030656506	1.240815502	1.240815502	-0.042498014	-0.018883444	-0.037773625	-0.094552307
1.080563549	-1.021399468	-0.842592259	-0.944119285	-1.946202375	-1.790524917	-1.591873889	1.385954264	1.825439172	0.944119285	1.616536998	-0.492617885	-1.368372038	1.351202935	1.240815502	0.6448541	1.056453949	0.237202109	-1.545263217	-1.177060462	-0.556082547	-1.48525435	0.45415466
